,tweets,user_name,location,geo,ftokens,lemma,positive,neutral,negative
435, We need to acknowledge the health risks of forcing people to wear masks for extended periods It is no… ,TyandRockyK,"Saint Louis, MO",,"['need', 'acknowledge', 'health', 'risks', 'forcing', 'people', 'wear', 'masks', 'extended', 'periods', 'no…']","['need', 'acknowledge', 'health', 'risk', 'force', 'people', 'wear', 'mask', 'extend', 'period', 'no…']",0,1,0
436,   Theyve transitioned to arguing that the death rate is inflated b… ,Autarkh,"Los Angeles, CA",,"['theyve', 'transitioned', 'arguing', 'death', 'rate', 'inflated', 'b…']","['theyve', 'transition', 'argue', 'death', 'rate', 'inflate', 'b…']",0,1,0
437,  I am not confident there IS a legit medical consensus Many studies were cancelled after a… ,LexWatterson2,"South Jordan, UT",,"['confident', 'legit', 'medical', 'consensus', 'many', 'studies', 'cancelled', 'a…']","['confident', 'legit', 'medical', 'consensus', 'many', 'study', 'cancel', 'a…']",1,0,0
438,  google translate will work just fine 100M deaths globally from lockdowns alone is quite c… ,Hocuspocuskek,"Boston, MA",,"['google', 'translate', 'work', 'fine', '100m', 'deaths', 'globally', 'lockdowns', 'alone', 'quite', 'c…']","['google', 'translate', 'work', 'fine', '100m', 'death', 'globally', 'lockdowns', 'alone', 'quite', 'c…']",1,0,0
439,⁦⁩ Yer a waste Bill Gates Slow Turnaround of COVID19 Tests Makes Them A Complete Waste ,Butchbibbly,,,"['\u2066\u2069', 'yer', 'waste', 'bill', 'gates', 'slow', 'turnaround', 'covid19', 'tests', 'makes', 'complete', 'waste']","['\u2066\u2069', 'yer', 'waste', 'bill', 'gate', 'slow', 'turnaround', 'covid19', 'test', 'make', 'complete', 'waste']",0,0,1
440,Learn about Stella GwandikuAmbe Immanuel and her false and dangerous medical advice and cures for COVID19 ,korebabs,Ibadan,,"['learn', 'stella', 'gwandikuambe', 'immanuel', 'false', 'dangerous', 'medical', 'advice', 'cures', 'covid19']","['learn', 'stella', 'gwandikuambe', 'immanuel', 'false', 'dangerous', 'medical', 'advice', 'cure', 'covid19']",0,0,1
441,Found out yesterday that one of my beloved partners tested positive for COVID That hit too close to home Havent… ,Glamazontyomi,"Hyde Park, Chicago",,"['found', 'yesterday', 'one', 'beloved', 'partners', 'tested', 'positive', 'covid', 'hit', 'close', 'home', 'havent…']","['find', 'yesterday', 'one', 'beloved', 'partner', 'test', 'positive', 'covid', 'hit', 'close', 'home', 'havent…']",1,0,0
442,The Key to Defeating COVID19 Already Exists We Need to Start Using It  Opinion ,Narddoggity,"Libertyville, IL",,"['key', 'defeating', 'covid19', 'already', 'exists', 'need', 'start', 'using', 'opinion']","['key', 'defeat', 'covid19', 'already', 'exist', 'need', 'start', 'use', 'opinion']",0,1,0
443,Cheap rapid tests may be the help Florida needs to fight COVID  Miami Herald ,KBChamber,"Key Biscayne, FL",,"['cheap', 'rapid', 'tests', 'may', 'help', 'florida', 'needs', 'fight', 'covid', 'miami', 'herald']","['cheap', 'rapid', 'test', 'may', 'help', 'florida', 'need', 'fight', 'covid', 'miami', 'herald']",1,0,0
444,Mapping COVID19 spread in Melbourne shows link to job types and ability to stay home  ABC News ,drcameronjones,"Melbourne, Australia",,"['mapping', 'covid19', 'spread', 'melbourne', 'shows', 'link', 'job', 'types', 'ability', 'stay', 'home', 'abc', 'news']","['map', 'covid19', 'spread', 'melbourne', 'show', 'link', 'job', 'type', 'ability', 'stay', 'home', 'abc', 'news']",0,1,0
445, You do need a mask because you are not terribly good looking and more than likely you will probably… ,Robert51396085,,,"['need', 'mask', 'terribly', 'good', 'looking', 'likely', 'probably…']","['need', 'mask', 'terribly', 'good', 'look', 'likely', 'probably…']",1,0,0
446,Awesome free training available on preventing the outbreak of covid19 in manufacturingfood processing… ,McMinnvilleEDP,"McMinnville, Oregon",,"['awesome', 'free', 'training', 'available', 'preventing', 'outbreak', 'covid19', 'manufacturingfood', 'processing…']","['awesome', 'free', 'training', 'available', 'prevent', 'outbreak', 'covid19', 'manufacturingfood', 'processing…']",1,0,0
447,Council has voted to keep the CN Centre and Rolling Mix Concrete Arena closed for the rest of the year to help ease… ,MichaelS794,"Vancouver, British Columbia",,"['council', 'voted', 'keep', 'cn', 'centre', 'rolling', 'mix', 'concrete', 'arena', 'closed', 'rest', 'year', 'help', 'ease…']","['council', 'vote', 'keep', 'cn', 'centre', 'roll', 'mix', 'concrete', 'arena', 'close', 'rest', 'year', 'help', 'ease…']",1,0,0
448, omfg please tell me you don’t have to get ANOTHER covid test just so that the information is right,jpeggirl,"Rochester, NY",,"['omfg', 'please', 'tell', '’', 'get', 'another', 'covid', 'test', 'information', 'right']","['omfg', 'please', 'tell', '’', 'get', 'another', 'covid', 'test', 'information', 'right']",1,0,0
449,“Nobody Needs to Die” – Frontline Doctors Storm DC Claiming “Thousands of Doctors” are Being Silenced on Facts an… ,endeavor_ent,"Spokane, WA",,"['“', 'nobody', 'needs', 'die', '”', '–', 'frontline', 'doctors', 'storm', 'dc', 'claiming', '“', 'thousands', 'doctors', '”', 'silenced', 'facts', 'an…']","['“', 'nobody', 'need', 'die', '”', '–', 'frontline', 'doctor', 'storm', 'dc', 'claim', '“', 'thousand', 'doctor', '”', 'silenced', 'fact', 'an…']",0,1,0
450,Two people supposed to meet with the President tested positive for COVID19 and were refused from meeting with POTU… ,deanobrokta,"Bealeton, VA",,"['two', 'people', 'supposed', 'meet', 'president', 'tested', 'positive', 'covid19', 'refused', 'meeting', 'potu…']","['two', 'people', 'suppose', 'meet', 'president', 'test', 'positive', 'covid19', 'refuse', 'meeting', 'potu…']",1,0,0
451,  we need to start using BCAC as distinguishers for eras Before Covid and After Covid,Darqroom_,The 13th ,,"['need', 'start', 'using', 'bcac', 'distinguishers', 'eras', 'covid', 'covid']","['need', 'start', 'use', 'bcac', 'distinguishers', 'eras', 'covid', 'covid']",0,1,0
452, Thanks to democratic governors who placed COVID positive patients in nursing homes dramatically raising the COVID death rate,Quirlygirl,United States,,"['thanks', 'democratic', 'governors', 'placed', 'covid', 'positive', 'patients', 'nursing', 'homes', 'dramatically', 'raising', 'covid', 'death', 'rate']","['thanks', 'democratic', 'governor', 'place', 'covid', 'positive', 'patient', 'nurse', 'home', 'dramatically', 'raise', 'covid', 'death', 'rate']",1,0,0
453, Another reason we need VoterIDNow and an account on line to check our votes Just like we do for Socia… ,KMPeters_,"Free USA, Middle of nowhere",,"['another', 'reason', 'need', 'voteridnow', 'account', 'line', 'check', 'votes', 'like', 'socia…']","['another', 'reason', 'need', 'voteridnow', 'account', 'line', 'check', 'vote', 'like', 'socia…']",0,1,0
454,nomes pra se colocar no death note 1covid 19,KokoTheClownn,,,"['nomes', 'pra', 'se', 'colocar', 'death', 'note', '1covid', '19']","['nome', 'pra', 'se', 'colocar', 'death', 'note', '1covid', '19']",0,1,0
455,    Could this have to do with covid testing,Elizabe56376506,,,"['could', 'covid', 'testing']","['could', 'covid', 'test']",0,1,0
456,  GoGet COVID19 While GoGetting Tested For COVID19Hey its that Yo dawg I put a  in you… ,BrianLaRoux,"Melbourne, Victoria, Australia",,"['goget', 'covid19', 'gogetting', 'tested', 'covid19hey', 'yo', 'dawg', 'put', 'you…']","['goget', 'covid19', 'gogetting', 'test', 'covid19hey', 'yo', 'dawg', 'put', 'you…']",0,1,0
457, I think dewine needs to address why the Ohio people have no access to a life saving drug There is another d… ,Trump17762021,,,"['think', 'dewine', 'needs', 'address', 'ohio', 'people', 'access', 'life', 'saving', 'drug', 'another', 'd…']","['think', 'dewine', 'need', 'address', 'ohio', 'people', 'access', 'life', 'save', 'drug', 'another', 'd…']",0,1,0
458, We need your presence here amongst us side by side So many people who were already in debts n troubl… ,Faisal46677028,"Karachi, Pakistan",,"['need', 'presence', 'amongst', 'us', 'side', 'side', 'many', 'people', 'already', 'debts', 'n', 'troubl…']","['need', 'presence', 'amongst', 'u', 'side', 'side', 'many', 'people', 'already', 'debts', 'n', 'troubl…']",1,0,0
459,CSU fraternity is first in state to have COVID19 outbreak  Jul 29  741 PM ET ,PulpNews,USA,,"['csu', 'fraternity', 'first', 'state', 'covid19', 'outbreak', 'jul', '29', '741', 'pm', 'et']","['csu', 'fraternity', 'first', 'state', 'covid19', 'outbreak', 'jul', '29', '741', 'pm', 'et']",1,0,0
460, Comrade Schutzstaffel sorry to hear about your hoax illness Masks stop the spread of COVID but… ,PindosSam,,,"['comrade', 'schutzstaffel', 'sorry', 'hear', 'hoax', 'illness', 'masks', 'stop', 'spread', 'covid', 'but…']","['comrade', 'schutzstaffel', 'sorry', 'hear', 'hoax', 'illness', 'mask', 'stop', 'spread', 'covid', 'but…']",0,0,1
461,    How many more kids had covid and didn’t get tested bc they were asymptomatic,YoseTen,South Florida,,"['many', 'kids', 'covid', '’', 'get', 'tested', 'bc', 'asymptomatic']","['many', 'kid', 'covid', '’', 'get', 'test', 'bc', 'asymptomatic']",1,0,0
462,The first dog to test positive for coronavirus in the US has died via  ,paulomoreno5,,,"['first', 'dog', 'test', 'positive', 'coronavirus', 'us', 'died', 'via']","['first', 'dog', 'test', 'positive', 'coronavirus', 'u', 'die', 'via']",1,0,0
463,US passes 150000 coronavirus deaths amid fresh surge in cases  COVID19 covidinamerica,ShivaniBasnet,"Bay Area, California ",,"['us', 'passes', '150000', 'coronavirus', 'deaths', 'amid', 'fresh', 'surge', 'cases', 'covid19', 'covidinamerica']","['u', 'pass', '150000', 'coronavirus', 'death', 'amid', 'fresh', 'surge', 'case', 'covid19', 'covidinamerica']",1,0,0
464,  As with all reports of COVID deaths I question whether these individuals died from COVID or… ,kwpp7,,,"['reports', 'covid', 'deaths', 'question', 'whether', 'individuals', 'died', 'covid', 'or…']","['report', 'covid', 'death', 'question', 'whether', 'individual', 'die', 'covid', 'or…']",0,1,0
